Index,embedding_row,Category,Section,Headline,enhanced_text_characters,enhanced_text_words
465,275,entertainment,entertainment,'The Dropout' review: Amanda Seyfried stars in Hulu's eye-opening take on Elizabeth Holmes and Theranos - CNN,3824,587
4424,276,news,europe,"Bosnia's peace deal is at risk of unraveling, warns envoy - CNN",2482,387
3566,277,news,europe,Volcano erupts on La Palma in Spain's Canary Islands - CNN,2213,363
4189,278,sport,tennis,WTA chief Steve Simon says new video of Chinese tennis star Peng Shuai 'insufficient' to assure her safety - CNN,7722,1234
787,279,news,africa,Diane Rwigara: Trial of Rwandan imprisoned opposition leader to begin - CNN,9376,1486
3957,280,sport,football,How an investigation of the Washington Football Team led to the resignation of the Las Vegas Raiders' head coach  - CNN,7737,1262
1910,281,news,europe,AstraZeneca vaccine: EU regulator declares shot safe for use after clotting concerns  - CNN,10128,1614
2992,282,sport,sport,"Olympics opening ceremony: What we know, who's going and who's not - CNN",8501,1354
2537,283,sport,sport,"Jarryd Hayne, former Australian rugby league star, jailed for sexual assault - CNN",2355,392
2196,284,sport,motorsport,Imola GP:  Lewis Hamilton sees off the Red Bulls to seize his 99th pole - CNN,4161,685
2718,285,sport,sport,Milkha Singh: India's legendary sprinter dies of Covid-19 complications at 91  - CNN,3474,578
4033,286,news,europe,David Cameron Fast Facts - CNN,3664,572
4043,287,sport,football,River Plate defeats Boca Juniors as ex-Manchester United star Marcos Rojo sees red - CNN,2034,324
2646,288,sport,golf,Lizette Salas: US golfer opens up about mental health battle after taking Women's PGA Championship lead - CNN,2705,474
1572,289,sport,football,Jose Mourinho one match away from ending Tottenham Hotspur's 13-year trophy drought - CNN,4255,739
3028,290,news,uk,Freedom Day: Boris Johnson is taking another huge gamble by lifting lockdowns in England. Even he admits it could lead to more deaths from Covid - CNN,10194,1680
3590,291,sport,sport,Muhammad Ali: New documentary shows how legend stayed true to himself in 'hero' journey - CNN,15786,2721
1810,292,sport,golf,Patrick Reed breezes to victory on PGA Tour despite drop controversy - CNN,6196,1087
2826,293,news,uk,Sarah Everard: London police officer pleads guilty to kidnap and rape - CNN,1832,302
4339,294,sport,golf,Lydia Ko romps to Saudi Ladies International victory while 18-year-old makes history - CNN,2982,529
3405,295,news,europe,"Meghan, Duchess of Sussex Fast Facts  - CNN",9879,1601
1915,296,sport,football,"After Glen Kamara accuses Slavia's Ondrej Kudela of racist abuse, Steven Gerrard calls for action - CNN",3455,588
3784,297,sport,sport,"Quinton de Kock: South African cricketer declines to take a knee at the T20 World Cup, despite call to 'stand against racism' - CNN",4372,718
3087,298,news,europe,Viktor Orbán wants a Chinese university in Hungary. Opponents see a chance to turn his nationalist rhetoric against him - CNN,11208,1720
1387,299,news,us,DC police made far more arrests at height of Black Lives Matter protests than during Capitol clash - CNN,9811,1566
169,300,news,europe,Indian and African students fleeing Ukraine say they face racism at border - CNN,10865,1766
1796,301,sport,football,Debate over greatest goalscorer of all time continues as Cristiano Ronaldo nets 762nd goal - CNN,3364,517
2946,302,sport,tennis,"Naomi Osaka will leave 2020 Olympics without a medal, loses in 3rd round to Marketa Vondrousova - CNN",3006,532
2644,303,sport,sport,Abdalelah Haroun: Qatari sprinter dies aged 24 - CNN,1751,289
3308,304,sport,football,Barcelona starts life without Lionel Messi with a thrilling win  - CNN,3056,513
3801,305,sport,tennis,Australian Open: Unvaccinated players can compete after quarantine -- report - CNN,3201,494
1745,306,sport,football,Maradona's psychologist and two nurses under investigation over death - CNN,3326,526
4124,307,sport,sport,"World Chess Championship: Chess is sexy again. But for Magnus Carlsen, it's business as usual - CNN",5313,897
9,308,business,media,Benjamin Hall: Fox News correspondent hospitalized after being injured in Ukraine - CNN,3270,511
320,309,business,success,Why resume gaps aren't a big deal anymore - CNN,5275,893
3421,310,sport,sport,Olympics medal count: Here's who took home gold today - CNN,1422,175
3546,311,news,europe,Long-lost letter reveals heroic story of Polish farmer who saved Jewish sisters from Nazis - CNN,8386,1380
2405,312,sport,golf,PGA Championship 2021: Phil Mickelson becomes oldest major winner  - CNN,6030,1027
3007,313,sport,sport,Team USA volleyball player Taylor Crabb tests positive for Covid-19 and will miss Tokyo Olympics  - CNN,2501,404
2163,314,sport,football,"Liverpool, Arsenal, Tottenham Hotspur, Manchester United and Manchester City say they will withdraw from Super League - CNN",4894,766
4035,315,sport,football,Alex Ferguson says Cristiano Ronaldo should have started against Everton - CNN,1471,232
797,316,news,middleeast,"Threatened with 'acid, rape, abuse': Protesting Iran's compulsory hijab law - CNN",7705,1287
3323,317,news,uk,"Plymouth shooting: Attacker identified after five killed in rare mass shooting in England
 - CNN",6020,970
1373,318,news,us,"Proud Boys, right-wing extremists and their supporters use Christian website GiveSendGo to raise funds - CNN",9949,1599
1979,319,sport,sport,Michele Roberts: Meet the woman keeping NBA stars in line - CNN,8709,1500
473,320,entertainment,entertainment,'The Andy Warhol Diaries' review: Netflix's Ryan Murphy-produced docuseries gives the artist another 395 minutes of fame - CNN,4084,634
3528,321,sport,sport,USOPC will require Covid-19 vaccine for all US athletes at Beijing Games - CNN,2014,311
2921,322,sport,sport,"Suni Lee: US gymnast wins Olympic all-around after injuries, tragedies and a horrific accident - CNN",6796,1130
4253,323,news,australia,Australian family rescued after days stranded in Simpson Desert - CNN,1577,253
1604,324,sport,football,US Soccer scraps anthem-kneeling policy - CNN,1771,287
4617,325,sport,sport,"LeBron James becomes fifth NBA player to reach 100 triple-doubles, but Lakers lose to Grizzlies - CNN",2418,403
1285,326,news,us,A young ballclub barnstorms the Deep South   - CNN,18708,3232
4144,327,news,europe,"English Channel tragedy: After dozens drown, England and France ramp up war of words - CNN",8378,1318
34,328,business,tech,Pete Davidson and five paying customers to fly on Jeff Bezos' suborbital rocket - CNN,5211,844
3634,329,sport,tennis,US Open: Daniil Medvedev beats Novak Djokovic in men's final - CNN,3842,671
2435,330,news,uk,Cecil Rhodes statue will remain at Oxford University - CNN,4472,718
257,331,politics,politics,Democratic retirements: Low morale and redistricting hand the party a growing problem - CNNPolitics,11164,1817
1877,332,sport,football,World Cup: Netherlands hope to highlight Qatar migrant workers' situation - CNN,2501,412
2484,333,sport,sport,"Kareem Abdul-Jabbar is proud of NBA's new social justice champion award, but worries US still faces 'the same issues' - CNN",7065,1161
2809,334,news,europe,Emmanuel Macron slapped by member of public in southeast France - CNN,3387,554
1472,335,news,europe,"Madrid explosion: 3 dead, several injured as explosion rocks Spanish capital  - CNN",2417,389
1896,336,news,uk,Bristol crime bill protesters injure police and set vehicles ablaze  - CNN,5457,860
1347,337,politics,politics,Gaetz probe includes scrutiny of potential public corruption tied to medical marijuana industry  - CNNPolitics,12745,2007
1928,338,sport,sport,LeBron James becomes part owner of Boston Red Sox - CNN,2190,397
4372,339,sport,football,Manchester United suffers 2-0 defeat against rival Manchester City as pressure grows on manager Ole Gunnar Solskjaer - CNN,2893,488
3086,340,news,europe,Scientists are trying to control lightning with a giant laser - CNN,6433,1088
4523,341,sport,sport,"Covid leads to NFL, NHL postponements, NCAA delays and cancellations - CNN",7331,1153
3079,342,sport,tennis,"Roger Federer pulls out of 2020 Olympics, citing knee injury - CNN",1766,280
2081,343,news,uk,Brazil variant: UK hunts for person infected with Covid-19 variant first identified in Manaus - CNN,3501,593
88,344,entertainment,entertainment,"As Robert Pattinson takes over, why 'The Batman's' long history casts a long shadow among fans - CNN",4473,713
1917,345,sport,football,Champions League: Bayern Munich cruises into record-breaking 19th quarterfinal - CNN,3234,542
2750,346,sport,sport,Russia vs. Finland: Russian and Finnish players show their solidarity for Christian Eriksen at Euro 2020 - CNN,5077,827
1582,347,sport,football,"Two Barcelona first-team staff test positive for Covid-19, club says - CNN",1636,258
232,348,politics,politics,2022 midterm election calendar - CNNPolitics,3516,465
3119,349,news,uk,Prince William faces a test in Sunday's European football final  - CNN,7878,1331
1026,350,news,world,Yemen crisis: How you can help - CNN,9458,1550
4312,351,news,europe,Poland-Belarus: Migrants face hypothermia and broken bones in freezing forests as crisis deepens - CNN,14174,2216
2531,352,news,europe,Liechtenstein prince accused of killing one of Europe's biggest bears - CNN,2290,354
2150,353,sport,football,"Barcelona remains committed to Super League, saying it would be 'historical error' to pull out - CNN",3877,604
2294,354,sport,football,"Champions League: Real Madrid overpowers Liverpool, Dortmund angered by disallowed goal against Man City - CNN",4463,727
4096,355,sport,football,"Qatar 2022: Amid ongoing human rights concerns, World Cup chief promises host nation is 'tolerant' and 'welcoming' - CNN",10036,1620
2345,356,news,europe,'Exceptionally high' number of decapitated bodies found at Roman burial site - CNN,3779,591
4285,357,sport,sport,T20 World Cup final: Australia wins first title with emphatic victory over New Zealand - CNN,4485,788
1916,358,news,uk,Meghan and Harry interview: The royals have always stayed out of politics. Now they've waded into Britain's culture wars - CNN,13211,2163
2155,359,sport,football,Seán McCabe: Football's first Climate Justice Officer - CNN,10834,1697
3204,360,sport,sport,"Paralympian says he had to be pulled through White House kitchen lift because ""they didn't have an elevator"" - CNN",4224,731
1980,361,sport,sport,NFL: Tom Brady signs new deal with the Tampa Bay Buccaneers - CNN,1629,278
3778,362,sport,tennis,"Australian Open: No unvaccinated players at tournament, says Victoria state Premier - CNN",3328,511
2094,363,news,europe,"Navalny appears in court for first time since ending hunger strike, saying 'I'm just an awful skeleton' - CNN",5487,900
4208,364,news,europe,Paris fire: Blaze near Place de L'Opera in French capital - CNN,606,103
2064,365,news,europe,"Europe's unified vaccination strategy is splintering as nations turn to Israel, China and Russia for help - CNN",7089,1122
2203,366,news,europe,France outlaws sex with children aged under 15 - CNN,2425,394
1006,367,news,living,Show animals and their proud handlers - CNN,4884,797
2984,368,news,australia,Why trash-raiding cockatoos in Sydney are smarter than 'bin chickens' - CNN,5118,848
4290,369,sport,football,Dani Alves: Barcelona legend set to be reunited with new manager Xavi after 'agreement in principle' to return - CNN,3004,514
2543,370,news,europe,"French woman shot and burned by her partner, officials say, as anger builds over femicides - CNN",3496,553
2567,371,news,uk,Meghan to publish children's book inspired by Harry and Archie - CNN,2164,355
1629,372,sport,golf,Michelle Wie West: Golf world rallies following Rudy Giuliani's 'highly inappropriate' comments on Steve Bannon podcast  - CNN,3402,569
2370,373,sport,football,Barack Obama and Marcus Rashford talk about the power of the next generation - CNN,5694,1009
3261,374,news,europe,US veteran reunited with Italian siblings he almost shot in World War II - CNN,3796,638
2421,375,sport,golf,"Phil Mickelson sets early lead at PGA Championship, and a chance at history - CNN",2604,469
224,376,politics,politics,Madison Cawthorn: Judge rejects January 6-based challenge to congressman's candidacy - CNNPolitics,6690,1049
4000,377,sport,football,"Lionel Messi: Leaving Barcelona was a shock, but PSG starr adjusting well in Paris - CNN",3296,569
2396,378,news,europe,Archaeologists recover victims of the Spanish Civil War - CNN,4224,660
1859,379,sport,sport,Champion snowboarder Julie Pomagalski dies in avalanche - CNN,2386,364
3037,380,news,europe,"Kurt Westergaard, cartoonist whose depiction of Mohammed sparked outrage, dead at 86 - CNN",2151,341
689,381,sport,motorsport,Lewis Hamilton pays tribute to Chadwick Boseman after F1 Belgian GP win - CNN,4082,665
1692,382,news,uk,"Prince Philip, Duke of Edinburgh, taken to hospital after feeling unwell - CNN",10452,1681
2227,383,news,uk,Prince Philip death: Britain looked like it was in national mourning. Not all of it was. - CNN,8134,1376
