Index,Headline,original_category,llm_category,original_section,llm_section,neighbor_1_index,neighbor_1_headline,neighbor_1_similarity,neighbor_2_index,neighbor_2_headline,neighbor_2_similarity,neighbor_3_index,neighbor_3_headline,neighbor_3_similarity,neighbor_4_index,neighbor_4_headline,neighbor_4_similarity,neighbor_5_index,neighbor_5_headline,neighbor_5_similarity,same_original_category_neighbor_ratio,same_llm_category_neighbor_ratio,same_original_section_neighbor_ratio,same_llm_section_neighbor_ratio,mean_neighbor_similarity,minimum_neighbor_similarity,maximum_neighbor_similarity
1317,Report found Surfside condo association was deeply underfunded as repair bills piled up - CNN,news,business,us,business,1327,Surfside condo owners in Florida building were facing assessments for $15 million worth of repairs - CNN,0.8103286,1315,Surfside building collapse could lead to new Florida laws - CNN,0.7368695,1331,Champlain Towers South: Mystery of what caused the Florida condo collapse deepens - CNN,0.7132944,1329,Surfside condo collapse: Engineers search for the cause - CNN,0.67630076,1323,"Florida condo was 'shaking all the time' during luxury tower construction next door, according to residents - CNN",0.6712765,1.0,0.4,1.0,0.4,0.72161394,0.6712765,0.8103286
431,Pete Davidson in talks to head to space on Jeff Bezos' Blue Origin - CNN,entertainment,entertainment,entertainment,celebrities,34,Pete Davidson and five paying customers to fly on Jeff Bezos' suborbital rocket - CNN,0.84857064,439,'The Jennifer Hudson Show' to debut in fall 2022 - CNN,0.38413996,2988,Aviation enthusiast potentially saves pilot's life after seeing sparks coming from his plane - CNN,0.38343096,2159,Russia plans to launch own space station after quitting ISS - CNN,0.3544702,158,Amazon's going to Nollywood -- and its deals with studios could shake up one of the world's most prolific filmmaking hubs - CNN,0.34974217,0.2,0.4,0.2,0.4,0.4640708,0.34974217,0.84857064
2132,"Manchester City beats Tottenham Hotspur, clinches fourth consecutive League Cup title in front of fans  - CNN",sport,sport,football,football,2499,Manchester City wins English Premier League title after Manchester United lose  - CNN,0.7877178,2556,Manchester City reaches first Champions League final after beating PSG  - CNN,0.7568854,4525,Premier League: Manchester City extends lead at the top as Chelsea loses ground in title race - CNN,0.6908126,2488,Manchester City wins Premier League title in an 'insane' season for Pep Guardiola's team - CNN,0.65905404,1406,Liverpool FC vs. Tottenham Hotspur FC: Harry Kane injured again; Jose Mourinho frustrated - CNN,0.6557012,1.0,1.0,1.0,1.0,0.71003425,0.6557012,0.7877178
1530,"Ireland's mother and baby homes: 9,000 babies and children died in 18 mother and baby homes, report says - CNN",news,news,europe,europe,1901,Kathleen Folbigg: Genetics may help free Australian woman convicted of killing her 4 babies - CNN,0.45905763,4358,Death of pregnant woman ignites debate about abortion ban in Poland - CNN,0.45256257,1533,Ireland has the world's highest Covid-19 rate. How did it go so wrong? - CNN,0.44955194,2308,Northern Ireland sees three nights of violence as tensions build - CNN,0.44201833,3596,Lyra McKee: Northern Ireland police charge two over killing of journalist  - CNN,0.43127668,1.0,0.4,0.4,0.2,0.4468934,0.43127668,0.45905763
12,Oil briefly tumbles below $100 a barrel. That's good news for gas prices - CNN,business,business,energy,business,350,Opinion: Soaring gas prices are hurting Americans. It's time for more stimulus checks - CNN,0.51225543,336,No end to America's rising prices: Another inflation measure rose in January - CNN,0.5072366,372,Opinion: Expect markets to be on a wild ride until the Fed really starts raising rates - CNN,0.4928875,344,Opinion: What Russia's invasion of Ukraine could mean for the US economic recovery - CNN,0.46458805,335,"Prices may be rising, but Americans shopped more than expected in January - CNN",0.45556796,1.0,0.8,0.0,0.8,0.48650712,0.45556796,0.51225543
236,The biggest 2022 upset no one is talking about  - CNNPolitics,politics,politics,politics,politics,235,Supreme Court denies GOP challenges to congressional maps in North Carolina and Pennsylvania - CNNPolitics,0.66303325,232,2022 midterm election calendar - CNNPolitics,0.6443678,241,"New York completes congressional redistricting, likely netting Democrats several seats - CNNPolitics",0.6235831,242,California's new congressional maps produce a scrambled playing field  - CNNPolitics,0.6194444,238,Analysis: This is the big loser in redistricting the country's congressional lines - CNNPolitics,0.6103376,1.0,1.0,1.0,1.0,0.6321532,0.6103376,0.66303325
3791,'Celebrity' golf coach Federico Alba reveals hidden life of Sicily - CNN,sport,entertainment,golf,celebrities,1704,Random Golf Club: The filmmaker looking to solve 'the problem of feeling unwelcome' in golf - CNN,0.53520405,2721,"Matthew Wolff, in contention at the US Open, opens up on mental health - CNN",0.4897263,4087,"Tiger Woods says his days of being a full-time golfer are over: 'Never full time, ever again' - CNN",0.47554576,3527,"Ryder Cup gets personal: Hey! 'Golf' fans, leave those guys alone, say wives and girlfriends - CNN",0.47463894,3535,Ryder Cup: How to watch golf's US vs. Europe showdown - CNN,0.45935977,1.0,0.2,1.0,0.2,0.486895,0.45935977,0.53520405
2835,"Convicted for 'advertising' abortion, German doctors are fighting to share the facts - CNN",news,politics,europe,politics,4358,Death of pregnant woman ignites debate about abortion ban in Poland - CNN,0.48607647,4550,Germany anti-vaxxer murder plots and threats pose challenge for new chancellor - CNN,0.4827863,2093,Former Germany defender Christoph Metzelder found guilty of sharing child pornography pictures - CNN,0.47608924,4693,"Germany locks down unvaccinated people, as leaders plan to make shots compulsory - CNN",0.45191395,3448,96-year-old woman who fled Nazi war crimes trial is found - CNN,0.43685782,0.8,0.2,0.8,0.2,0.46674475,0.43685782,0.48607647
4532,"House fire in Sutton, London: Two sets of twin boys die after being left home alone  - CNN",news,news,uk,uk,3323,"Plymouth shooting: Attacker identified after five killed in rare mass shooting in England
 - CNN",0.5381187,4277,Liverpool Women's Hospital: Police arrest three after deadly car explosion - CNN,0.4890802,1397,Five men arrested after asylum center set ablaze in UK - CNN,0.47087097,4425,Two London police officers admit sharing photos of murdered sisters - CNN,0.45694613,2240,"Paris shooter is on the run, leaving behind one dead and one injured  - CNN",0.44638854,1.0,1.0,0.8,0.8,0.48028094,0.44638854,0.5381187
4696,"Peng Shuai 'reconfirms' she is safe and well in second call with IOC, says Olympic organization - CNN",sport,news,tennis,asia,4697,Peng Shuai: Human rights activist Peter Dahlin says IOC is putting tennis star at 'greater risk' - CNN,0.91522396,4727,"Peng Shuai: 'Unanimous conclusion' that tennis star is 'fine,' says IOC member Dick Pound - CNN",0.88009894,4140,Peng Shuai: IOC member Dick Pound 'puzzled' by reaction to tennis player's video call - CNN,0.8788389,4510,"Peng Shuai: Chinese tennis star denies making sexual assault allegation against Zhang Gaoli, but WTA concerns persist - CNN",0.8784152,4646,IOC defends 'silent diplomacy' in Peng Shuai case  - CNN,0.8758632,1.0,1.0,0.6,0.8,0.885688,0.8758632,0.91522396
1439,Rafael Nadal calls for 'wider perspective' from players in quarantine ahead of the Australian Open - CNN,sport,sport,tennis,sport,1767,"Australian Open: Serena Williams, Rafael Nadal target grand slam records  - CNN",0.8032826,1780,Australian Open: All players test negative for Covid-19 - CNN,0.7941087,1473,Novak Djokovic says 'good intentions' were 'misconstrued' following backlash to list of proposals ahead of Australian Open - CNN,0.76684535,1491,Australian Open tennis stars get creative with practice while stuck in hotel quarantine - CNN,0.75815487,4442,Rafa Nadal reaches Melbourne ahead of Australian Open - CNN,0.7579972,1.0,1.0,1.0,0.4,0.7760778,0.7579972,0.8032826
2757,Hungary's parliament passes anti-LGBT law ahead of 2022 election - CNN,news,politics,europe,politics,3004,Hungary plans referendum on law criticized by EU as homophobic - CNN,0.78625345,2652,"Hungary 'has no place in the EU anymore,' Dutch leader says - CNN",0.78280413,3195,Eastern Europe was once a world leader on gay rights. Then it ran out of scapegoats - CNN,0.7641149,2973,Hungary Pride: Thousands join event as LGBTQ people face growing hostility - CNN,0.7477735,2622,Czech President calls transgender people 'disgusting' - CNN,0.66607225,1.0,1.0,1.0,1.0,0.74940366,0.66607225,0.78625345
2019,The racism Meghan says she experienced in the British royal family is reflective of wider society.  - CNN,news,news,uk,middleeast,1964,11 things we learned from Meghan and Harry's interview - CNN,0.7926395,1966,Queen Elizabeth: Can the royal family survive after her death? - CNN,0.7694882,2000,Meghan and Harry interview: Prince William says royals are 'very much not a racist family'  - CNN,0.75269985,1916,Meghan and Harry interview: The royals have always stayed out of politics. Now they've waded into Britain's culture wars - CNN,0.7500422,1972,Serena Williams says she understood the 'pain and cruelty' suffered by Meghan - CNN,0.73745644,0.8,0.2,0.8,0.0,0.76046526,0.73745644,0.7926395
4250,EU court rules against Poland over judicial appointments - CNN,news,politics,europe,politics,3875,EU warns Poland it will pay for challenging common law - CNN,0.7292572,3775,EU's top court fines Poland 1 million euros per day over judiciary spat - CNN,0.7109584,3842,EU Parliament to file lawsuit against Commission over 'failure' to punish countries who 'violate' rule of law - CNN,0.694079,3753,European Parliament sues Commission over 'failure' to apply rule of law powers - CNN,0.6920675,3126,European Union urged to punish Hungary over law criticized as homophobic - CNN,0.6110511,1.0,1.0,1.0,1.0,0.68748266,0.6110511,0.7292572
1767,"Australian Open: Serena Williams, Rafael Nadal target grand slam records  - CNN",sport,sport,tennis,sport,1439,Rafael Nadal calls for 'wider perspective' from players in quarantine ahead of the Australian Open - CNN,0.8032826,1760,Serena and Venus Williams make dream start to Australian Open  - CNN,0.7961767,1780,Australian Open: All players test negative for Covid-19 - CNN,0.7892188,1679,Naomi Osaka denies Serena Williams a shot at record-tying 24th major title at Australian Open - CNN,0.7724152,1404,Australian Open: Maskless crowds pack tennis exhibition in Covid-free Adelaide - CNN,0.76870316,1.0,0.8,0.8,0.4,0.7859593,0.76870316,0.8032826
3340,"Russia helicopter crash: Eight feared dead in Kamchatka peninsula
 - CNN",news,news,europe,asia,3153,Russian plane crashes with 28 passengers onboard - CNN,0.7387513,3321,"Russian plane fighting wildfires crashes in Turkey, killing all 8 crew members on board - CNN",0.6036695,3992,"Russian plane crash: Aircraft carrying parachutists comes down, killing 16 - CNN",0.5909821,3116,Swedish plane crash kills eight skydivers and pilot - CNN,0.5447041,4137,Russia mining accident: Death toll in Siberian coal mine tragedy rises to more than 50 - CNN,0.533871,1.0,1.0,1.0,0.4,0.6023956,0.533871,0.7387513
3547,UNGA: Submarine spat with France casts shadow over Biden's address - CNN,news,politics,europe,politics,3578,AUKUS pact: French ambassador to US says they 'absolutely weren't informed' of submarine deal  - CNN,0.7381382,4432,Macron says Morrison lied to him about AUKUS submarine deal - CNN,0.62846065,3500,UK and France reheat one of the world's oldest rivalries at a risky time for both - CNN,0.6238386,3283, As Joe Biden walks America away from the world stage Europe is left exposed - CNN,0.5439861,1481,"World leaders welcome Biden with praise, pleas, and parting shots at Trump - CNN",0.51975566,1.0,1.0,0.8,1.0,0.61083585,0.51975566,0.7381382
2613,Australia Covid-19: Perth and Brisbane lock down in fight against Delta variant - CNN,news,health,australia,health,3353,Australia expands Covid-19 lockdown as Sydney records its highest daily case count - CNN,0.83830047,2935,Australia Covid-19: Sydney lockdown extended by four weeks as cases spike - CNN,0.8337696,3179,Australian state officials report biggest daily Covid-19 caseload this year - CNN,0.8250539,3392,Australia Covid-19: Sydney suffers 5 deaths and record cases as lockdowns extended  - CNN,0.8216513,3652,Australia's Queensland state could go into lockdown over five coronavirus cases - CNN,0.80294067,1.0,0.6,1.0,0.6,0.8243432,0.80294067,0.83830047
4184,Violent clashes erupt during anti-lockdown demonstrations in Europe  - CNN,news,news,europe,europe,4210,Rotterdam Covid-19 protests: Injuries reported after Dutch police fire warning shots at anti-lockdown demonstrators - CNN,0.79520315,4462,Europe Covid-19: Protests against Germany's restrictions turn violent - CNN,0.72209525,4524,Netherlands reimposes strict lockdown and UK won't rule out new measures over Omicron - CNN,0.62450737,4677,Police clash with protesters in Brussels at demonstration over Covid-19 measures - CNN,0.60413915,2518,Spain curfew lifts: Hundreds party as coronavirus restrictions ease - CNN,0.55854,1.0,1.0,1.0,1.0,0.66089696,0.55854,0.79520315
2341,British police officer convicted of membership of neo-Nazi organization - CNN,news,news,uk,uk,2090,Former British police officer convicted for being member of banned neo-Nazi group is jailed - CNN,0.8827754,3831,"Five UK police officers shared violent sexual images in relation to Sarah Everard's murder, police watchdog says
 - CNN",0.535192,3455,UK murder timeline: How events unfolded as Sarah Everard's murderer is sentenced to life without parole - CNN,0.51526374,1944,Sarah Everard: Police officer removed from duties over 'inappropriate graphic' - CNN,0.4878633,3849,"David Amess: Man charged with murdering UK lawmaker had terrorist links, court hears - CNN",0.48518968,1.0,0.8,1.0,0.8,0.5812568,0.48518968,0.8827754
4311,"Minnesota Vikings vaccinated player was rushed to ER with Covid-19 symptoms, coach says - CNN",sport,sport,sport,football,4415,This is what Aaron Rodgers has said about his Covid-19 vaccine status - CNN,0.7354599,4325,NFL fines Aaron Rodgers and Allen Lazard for not following Covid-19 protocols  - CNN,0.70992297,4297,Green Bay Packers star quarterback Aaron Rodgers expected to play Sunday - CNN,0.70989156,4383,"Aaron Rodgers tells radio show he is unvaccinated, getting Covid advice from Joe Rogan - CNN",0.6796183,4288,"Pittsburgh Steelers QB Ben Roethlisberger placed on the reserve/Covid-19 list, ruled out for Sunday's game  - CNN",0.62625253,1.0,1.0,1.0,1.0,0.6922291,0.62625253,0.7354599
1401,Analysis: The EU and UK's fight reveals the ugly truth about vaccine nationalism - CNN,news,politics,europe,politics,4078,Vaccine hesitancy: These EU nations are still miles behind their neighbors - CNN,0.7527679,1631,"Boris Johnson's vaccine strategy gets another boost, while Europe's scramble for shots continues - CNN",0.71490204,2339,WHO says Europe's vaccine rollout 'unacceptably slow' amid 'worrying' surge - CNN,0.7146481,2064,"Europe's unified vaccination strategy is splintering as nations turn to Israel, China and Russia for help - CNN",0.70173055,1938,AstraZeneca vaccine: European regulator 'convinced' benefits of shot outweigh risks as suspensions continue - CNN,0.69202465,1.0,0.2,0.8,0.2,0.71521467,0.69202465,0.7527679
