Index,Headline,category,section,neighbor_1_index,neighbor_1_headline,neighbor_1_similarity,neighbor_2_index,neighbor_2_headline,neighbor_2_similarity,neighbor_3_index,neighbor_3_headline,neighbor_3_similarity,neighbor_4_index,neighbor_4_headline,neighbor_4_similarity,neighbor_5_index,neighbor_5_headline,neighbor_5_similarity,same_category_neighbor_ratio,same_section_neighbor_ratio,mean_neighbor_similarity,minimum_neighbor_similarity,maximum_neighbor_similarity
67,Bob Odenkirk would like to be more like Bob Saget  - CNN,entertainment,entertainment,59,Bob Saget's family granted permanent injunction to block the release of records - CNN,0.5435687,1510,Dakar Rally rider Pierre Cherpin dies after sustaining injuries in crash - CNN,0.34071565,1776,"Navalny's doctor Sergey Maximishin, who treated him for poisoning, has died, says hospital - CNN",0.34064442,3822,Einar: Swedish rapper shot dead age 19 in Stockholm - CNN,0.32987827,1045,Boston Celtics legend Bob Cousy makes his 'last pass'  - CNN,0.3281271,0.2,0.2,0.37658682,0.3281271,0.5435687
69,Dolly Parton bows out of the Rock & Roll Hall of Fame nominations - CNN,entertainment,entertainment,3186,"Gwen Berry: Asked about protesting if she reaches Olympic podium, athlete says, 'We'll see' - CNN",0.44379908,2465,Kobe Bryant among Class of 2020 officially inducted into Basketball Hall of Fame - CNN,0.44066256,3426,"Gwen Berry: 'I'm just here to represent,' says US hammer thrower after raising her fist at Tokyo 2020 - CNN",0.42017,2602,"Gwen Berry turns away from flag on US Olympic trials podium, says she was 'set up' - CNN",0.41638833,2597,"Gwen Berry: 'I never said that I hated the country,' says US hammer thrower after turning from the flag - CNN",0.41623425,0.0,0.0,0.42745084,0.41623425,0.44379908
71,How this musician made beauty in isolation - CNN,entertainment,entertainment,846,"Dr. Sanjay Gupta: Resolutions for making 2022 a better, healthier year - CNN",0.5020126,55,Dr. Sanjay Gupta: Is America ready to take the next step in its Covid-19 recovery? - CNN,0.49335712,757,India's Covid-19 crisis: Why I'm grateful I lost my parents before the current surge - CNN,0.46872497,53,Here's what could lie ahead for the US in the third year of the pandemic  - CNN,0.4326794,2175,"Pandemic deaths are accelerating, WHO warns, as world records most cases ever in a single week - CNN",0.42078388,0.0,0.0,0.46351156,0.42078388,0.5020126
73,"William Hurt, actor known for 'Body Heat' and 'Kiss of the Spider Woman,' dies  - CNN",news,us,3513,Tom Felton: Harry Potter star collapses during celebrity Ryder Cup match - CNN,0.38836402,1972,Serena Williams says she understood the 'pain and cruelty' suffered by Meghan - CNN,0.3378278,461,'King Richard' review: Will Smith occupies center court as Venus and Serena's dad - CNN,0.32284558,4167,"Dick Vitale: Famous basketball announcer, who is battling cancer, emotional upon return - CNN",0.31744897,445,"Analysis: Sidney Poitier left behind a legacy of landmark roles, but some smaller gems as well - CNN",0.3163041,0.0,0.0,0.3365581,0.3163041,0.38836402
74,Adele has another concert special coming - CNN,entertainment,entertainment,439,'The Jennifer Hudson Show' to debut in fall 2022 - CNN,0.43166697,443,Janet Jackson's documentary: The revelations we can't wait for - CNN,0.41075736,1669,"Sarah Thomas: Kicked out of basketball, she made it to the Super Bowl - CNN",0.35440665,1201,Stop texting and start speaking - CNN,0.35356468,2368,From prince to producer. Harry's got a hit on his hands - CNN,0.3400131,0.4,0.4,0.37808174,0.3400131,0.43166697
75,Critics Choice Awards 2022: See the full list of winners - CNN,entertainment,entertainment,76,BAFTAS 2022: See the full list of winners - CNN,0.71444416,458,'The Power of the Dog' and its Globes win show that the awards power is in streaming - CNN,0.6088203,96,Where to stream the best picture Oscar-nominated movies  - CNN,0.6013212,98,"Analysis: Academy Award nominations: No Spider-Man, no Bond. Can streaming save the day? - CNN",0.47344774,480,'Only Murders' and 'Hacks': How TV is celebrating its senior moment - CNN,0.35205483,1.0,1.0,0.55001765,0.35205483,0.71444416
76,BAFTAS 2022: See the full list of winners - CNN,entertainment,entertainment,75,Critics Choice Awards 2022: See the full list of winners - CNN,0.71444416,458,'The Power of the Dog' and its Globes win show that the awards power is in streaming - CNN,0.5334133,96,Where to stream the best picture Oscar-nominated movies  - CNN,0.5048367,98,"Analysis: Academy Award nominations: No Spider-Man, no Bond. Can streaming save the day? - CNN",0.42810374,1978,Actress protests naked at France's Oscars ceremony over Covid support  - CNN,0.32866442,0.8,0.8,0.50189245,0.32866442,0.71444416
77,Hailey Bieber says she is home after being hospitalized for a blood clot in her brain  - CNN,entertainment,entertainment,117,Nelly Korda: World No. 2 receiving treatment for a blood clot  - CNN,0.44674718,2918,Simone Biles says fans' support is helping her realize that she's more than her gold medals - CNN,0.3930912,3402,Simone Biles reveals her aunt unexpectedly died during the Olympics - CNN,0.38213992,2920,Simone Biles withdraws from women's team gymnastics at Tokyo Olympics as ROC wins gold - CNN,0.37349588,4011,Analysis: The Countess of Wessex is getting real about menopause. Why her groundbreaking message matters - CNN,0.37221676,0.0,0.0,0.39353818,0.37221676,0.44674718
78,Traci Braxton of 'Family Values' dies of esophageal cancer at 50 - CNN,entertainment,entertainment,1203,Honoring the soundtrack of my mother's life - CNN,0.3943388,69,Dolly Parton bows out of the Rock & Roll Hall of Fame nominations - CNN,0.38095385,1880,"Katherine Diaz: Olympic surfing hopeful, 22, killed by lightning while training - CNN",0.3653493,1930,"Sabine Schmitz, 'Queen of the Nürburgring,' dead at 51 - CNN",0.36365485,851,How two Maryland women work to raise awareness about missing Black people - CNN,0.35168493,0.2,0.2,0.37119633,0.35168493,0.3943388
79,'Turning Red' tackles puberty and periods in a way that's rare - CNN,entertainment,entertainment,90,'Turning Red' review: Pixar's coming-of-age movie shows it hasn't lost its golden touch - CNN,0.774632,1235,Can forgotten rubella children of the '60s hold clue for Zika babies?  - CNN,0.35296106,1157,The US rescued her. Now it wants to return her to Haiti. - CNN,0.35021734,631,Opinion: What to do about the social media shaming of figure skater Zhu Yi - CNN,0.34789765,1121,Kids for sale: 'My mom was tricked' - CNN,0.3432616,0.2,0.2,0.43379393,0.3432616,0.774632
80,'The Adam Project' review: Ryan Reynolds comes back from the future in a 'Free Guy' reunion for Netflix  - CNN,entertainment,entertainment,84,"As 'Obi-Wan Kenobi' heads to Disney+, just remember: It's Han Solo's fault - CNN",0.42758036,473,'The Andy Warhol Diaries' review: Netflix's Ryan Murphy-produced docuseries gives the artist another 395 minutes of fame - CNN,0.41504884,158,Amazon's going to Nollywood -- and its deals with studios could shake up one of the world's most prolific filmmaking hubs - CNN,0.39262807,2889,"'Happy Gilmore': 'Everybody loves to hate the villain,' says Shooter McGavin - CNN",0.3765353,2251,The Masters: Will Zalatoris wished luck by Adam Sandler due to resemblance to his caddy in 'Happy Gilmore' - CNN,0.35555136,0.4,0.4,0.3934688,0.35555136,0.42758036
81,"Jussie Smollett's return to acting 'up in the air,' says representative - CNN",entertainment,entertainment,84,"As 'Obi-Wan Kenobi' heads to Disney+, just remember: It's Han Solo's fault - CNN",0.38959098,4225,Peng Shuai: Chinese state media release alleged email from tennis star amid worry over whereabouts - CNN,0.3856339,3674,Paris attacks: Main suspect tells trial he's 'an Islamic State soldier' - CNN,0.37846065,1644,Actor Gérard Depardieu under investigation for alleged rape and sexual assault - CNN,0.3540023,1978,Actress protests naked at France's Oscars ceremony over Covid support  - CNN,0.35169953,0.2,0.2,0.3718775,0.35169953,0.38959098
82,Analysis: 'The Last Days of Ptolemy Grey' won't let you forget - CNN,entertainment,entertainment,479,'Women of the Movement' review legacy: An ABC miniseries revisits Emmett Till's murder and its civil-rights legacy - CNN,0.3523928,462,'Being the Ricardos' review: Nicole Kidman and Javier Bardem shine in Aaron Sorkin's beyond-black-and-white look at 'I Love Lucy' - CNN,0.3447895,474,'The Marvelous Mrs. Maisel' season 4 review - CNN,0.34397233,473,'The Andy Warhol Diaries' review: Netflix's Ryan Murphy-produced docuseries gives the artist another 395 minutes of fame - CNN,0.3380109,480,'Only Murders' and 'Hacks': How TV is celebrating its senior moment - CNN,0.32982802,1.0,1.0,0.34179872,0.32982802,0.3523928
83,Alicia Keys on the inspiration for her graphic novel and her approach to motherhood - CNN,entertainment,entertainment,865,"Black lives matter in children's books, too. That's why this couple started a non-profit  - CNN",0.3534652,820,Female firefighters from Ghana launch first gender discrimination case - CNN,0.33899665,87,Kim Kardashian said 'It seems nobody wants to work' about women and people are angry - - CNN,0.33124214,791,Sudan: How the #JusticeForNoura Instagram campaign gave a voice to the voiceless - CNN,0.32064623,65,'The Kardashians' trailer has arrived and whoa baby - CNN,0.30465436,0.4,0.4,0.32980093,0.30465436,0.3534652
84,"As 'Obi-Wan Kenobi' heads to Disney+, just remember: It's Han Solo's fault - CNN",entertainment,entertainment,80,'The Adam Project' review: Ryan Reynolds comes back from the future in a 'Free Guy' reunion for Netflix  - CNN,0.42758036,81,"Jussie Smollett's return to acting 'up in the air,' says representative - CNN",0.38959098,1165,The spiritual message hidden in 'Star Wars'  - CNN,0.37735206,2368,From prince to producer. Harry's got a hit on his hands - CNN,0.3465128,98,"Analysis: Academy Award nominations: No Spider-Man, no Bond. Can streaming save the day? - CNN",0.34376562,0.6,0.6,0.37696034,0.34376562,0.42758036
85,Alec Baldwin says in legal filing that Halyna Hutchins told him to cock the gun before it fired - CNN,entertainment,entertainment,1291,Fears of unlikely federal gun-control measures lead to raft of state laws - CNNPolitics,0.43736255,3541,Ukraine president's aide survives apparent assassination attempt - CNN,0.42857873,1355,"Ahmad Al Aliwi Alissa: What we know about the Boulder, Colorado, mass shooting suspect - CNN",0.41267347,1568,LeBron James disappointed after officers involved in the shooting of Jacob Blake will not face charges - CNN,0.3960337,1874,Steve Kerr calls for tougher gun control measures following Boulder shooting - CNN,0.39212006,0.0,0.0,0.41335374,0.39212006,0.43736255
86, Grimes and Elon Musk secretly welcomed their second child in December - CNN,entertainment,entertainment,3742,Cristiano Ronaldo: Superstar and partner Georgina Rodriguez are expecting twins - CNN,0.41335124,3403,Mick Jagger Fast Facts - CNN,0.40889084,65,'The Kardashians' trailer has arrived and whoa baby - CNN,0.40418458,1249,Transgender teen: 'I'm not the Obamacare kid anymore' - CNN,0.38487577,3681,Missing toddler AJ Elfalak found after three-day search in Australian bush - CNN,0.38338637,0.2,0.2,0.39893776,0.38338637,0.41335124
87,Kim Kardashian said 'It seems nobody wants to work' about women and people are angry - - CNN,entertainment,entertainment,65,'The Kardashians' trailer has arrived and whoa baby - CNN,0.6017839,346,Opinion: Athleta CEO: Women are driving the economy. It's time for businesses to prioritize them - CNN,0.55247414,3062,Meghan sets her sights on building a Netflix juggernaut - CNN,0.4336968,1855,Analysis: This week was a turning point for Harry and Meghan - CNN,0.42833614,1964,11 things we learned from Meghan and Harry's interview - CNN,0.39025837,0.2,0.2,0.48130983,0.39025837,0.6017839
88,"As Robert Pattinson takes over, why 'The Batman's' long history casts a long shadow among fans - CNN",entertainment,entertainment,4463,Scott Boland: Debutant becomes instant cult hero with six-wicket Ashes haul - CNN,0.31242156,1885,Australia's political culture in spotlight again as new report emerges of lewd acts in parliament - CNN,0.31055987,3061,"Bryson DeChambeau is 'living on the razor's edge,' but for now his driver 'sucks' at the Open - CNN",0.30856264,4217,Tim Paine: Australia Test cricket captain steps down over ​2017 texts sent to female colleague  - CNN,0.30380678,3536,Cricket swaps 'batsman' for gender-neutral 'batter' in law amendment  - CNN,0.3029018,0.0,0.0,0.3076505,0.3029018,0.31242156
90,'Turning Red' review: Pixar's coming-of-age movie shows it hasn't lost its golden touch - CNN,entertainment,entertainment,79,'Turning Red' tackles puberty and periods in a way that's rare - CNN,0.774632,1121,Kids for sale: 'My mom was tricked' - CNN,0.4023695,1157,The US rescued her. Now it wants to return her to Haiti. - CNN,0.3827424,2955,"Momiji Nishiya, 13-year-old skateboarder, wins gold at the Olympics' first women's final - CNN",0.33548808,777,They wanted a son so much they made their daughter live as a boy - CNN,0.32933587,0.2,0.2,0.44491357,0.32933587,0.774632
92,'Winning Time: The Rise of the Lakers Dynasty' review: HBO's nostalgic miniseries doesn't conjure much magic - CNN,entertainment,entertainment,4412,"Lakers vs Rockets: Big Three shine as the LA beats Houston, Chris Paul moves to third in all-time assist list - CNN",0.4879846,3762,Lakers vs Thunder: LA blows 26-point lead in defeat to OKC - CNN,0.4869752,1434,"Kobe Bryant: 'I still have trouble with it' -- One year on, Lakers stars struggle to come to terms with NBA great's death - CNN",0.46996891,2866,NBA Lakers: LeBron James' perfect record in first-round series ends with Los Angeles' elimination loss to Phoenix Suns - CNN,0.4628917,4626,Steph Curry closes in on three-point record as Warriors ease past Trail Blazers - CNN,0.45562547,0.0,0.0,0.47268915,0.45562547,0.4879846
